('algorithm', 'FedTwin')
('gpu', 1)
('seed', 13)
('save_dir', './record/')
('rounds2', 200)
('local_ep', 5)
('frac2', 0.1)
('num_users', 100)
('local_bs', 32)
('lr', 0.1)
('model', 'lenet')
('num_classes', 10)
('level_n_system', 1.0)
('level_n_lowerb', 0.5)
('alpha_dirichlet', 10)
('non_iid_prob_class', 0.7)
('dataset', 'mnist')
('iid', True)
('LID_k', 20)
('iteration1', 5)
('rounds1', 200)
('frac1', 0.01)
('pretrained', False)
('mixup', False)
('alpha', 1)
('beta', 5)
('relabel_ratio', 0.5)
('confidence_thres', 0.5)
('clean_set_thres', 0.1)
('fine_tuning', True)
('correction', True)
('T_pl', 100)
('lambda_cen', 1.0)
('lambda_e', 0.8)
('num_gradual', 10)
('forget_rate', 0.2)
('lr_decay', 0.1)
('schedule', [])
('momentum', 0.5)
('weight_decay', 0.0001)
('feature_dim', 128)
('plr', 0.05)
('lamda', 15)
('K', 5)
('gamma', 1)
('begin_sel', 10)
('max_beta', 2)
('mu', 0.01)
Round 194 global test acc  97.9800 


Rounds 195 filter noisy data:
Round 195 train loss  -32.8859
Round 195 global test acc  97.9700 


Rounds 196 filter noisy data:
Round 196 train loss  -32.8627
Round 196 global test acc  97.9000 


Rounds 197 filter noisy data:
Round 197 train loss  -32.8808
Round 197 global test acc  97.9100 


Rounds 198 filter noisy data:
Round 198 train loss  -32.8841
Round 198 global test acc  97.8700 


Rounds 199 filter noisy data:
Round 199 train loss  -32.7812
Round 199 global test acc  97.9100 

Round 199 Fscore 

[0.9742120504379272, 0.9949748516082764, 0.9881305694580078, 0.9898697733879089, 0.9711538553237915, 0.9932885766029358, 0.9812332391738892, 0.9882044196128845, 0.9890109300613403, 0.9916368126869202, 0.9974937438964844, 0.9932885766029358, 0.9915966391563416, 0.994413435459137, 0.9974937438964844, 0.9942594170570374, 0.992443323135376, 0.9983305335044861, 0.9907485246658325, 0.9932885766029358, 0.9832134246826172, 0.9958159327507019, 0.9932885766029358, 0.9878261089324951, 0.9941324591636658, 0.9941324591636658, 0.9720279574394226, 0.9938499927520752, 0.9958159327507019, 0.9830508232116699, 0.985325038433075, 0.9941324591636658, 0.9921671152114868, 0.9864699244499207, 0.9958159327507019, 0.9815951585769653, 0.9915966391563416, 0.9949748516082764, 0.9920254945755005, 0.9941324591636658, 0.9949748516082764, 0.9817232489585876, 0.9728260040283203, 0.992443323135376, 0.9966555237770081, 0.9932885766029358, 0.9958159327507019, 0.9985527992248535, 0.9921752214431763, 0.9907485246658325, 0.984455943107605, 0.9904306530952454, 0.9932885766029358, 0.999165952205658, 0.9898989796638489, 0.9949748516082764, 0.9903225898742676, 0.9903660416603088, 0.992443323135376, 0.9936947822570801, 0.9820789098739624, 0.9958159327507019, 0.9972144961357117, 0.9966555237770081, 0.9941324591636658, 0.992443323135376, 0.9941324591636658, 0.9911503791809082, 0.9696969985961914, 0.9741379022598267, 0.9949748516082764, 0.9949748516082764, 0.9893743395805359, 0.9949748516082764, 0.9958159327507019, 0.9820971488952637, 0.9941324591636658, 0.9958159327507019, 0.9882352352142334, 0.9867373704910278, 0.9908814430236816, 0.9898989796638489, 0.9915966391563416, 0.9925261735916138, 0.9941324591636658, 0.999165952205658, 0.9949748516082764, 0.9932885766029358, 0.9947506785392761, 0.9932885766029358, 0.9895678162574768, 0.9927007555961609, 0.9958159327507019, 0.988195538520813, 0.9902439117431641, 0.9915966391563416, 0.9941324591636658, 0.9941324591636658, 0.9904153347015381, 0.9959623217582703]
time : 19936.286949157715
